boletin,fecha_publicacion,fecha_firma,tipo,numero,objeto,terminos_urbanismo,monto_max,tags,texto_bajado,pdf
1157,2024-10-21,2024-10-10,Decreto,DECRE-2024-1402-SI-INTEN,"Expediente Nº 1685/2014 - Eximir a la Sra. María Ester Pavón del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 751.427, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729010922.pdf
1157,2024-10-21,2024-10-10,Decreto,DECRE-2024-1401-SI-INTEN,"Expediente Nº 1921/2019 - Eximir a la Sra. Nora Noemí Bossi del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 441.989, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729010796.pdf
1157,2024-10-21,2024-10-10,Decreto,DECRE-2024-1400-SI-INTEN,"Expediente Nº 4858/2023 - Eximir al Sr. Vicente Orlando Aiello del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 362.373, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1728932784.pdf
1157,2024-10-21,2024-10-10,Decreto,DECRE-2024-1399-SI-INTEN,"Expediente Nº 9659/2022 - Eximir a la Sra. María Mónica Suárez del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 830.283, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1728932746.pdf
1157,2024-10-21,2024-10-10,Decreto,DECRE-2024-1398-SI-INTEN,"Expediente Nº 5794/2024 - Eximir a la Sra. Olga Marina Mella del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 120.383, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1728932690.pdf
1157,2024-10-21,2024-10-10,Decreto,DECRE-2024-1397-SI-INTEN,"Expediente Nº 8077/2022 - Eximir a la Sra. Susana Beatriz Borgo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 513.035, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1728932643.pdf
1157,2024-10-21,2024-10-15,Resolución firma conjunta,RESFC-2024-198-SI-SECPDU,"Expediente N° 8427/2024 - Resolución de Otorgamiento de Permiso de Localización en el inmueble ubicado en la Calle Eduardo Costa N°808, Martinez",permiso de localización,,Permiso | Localización,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729174837.pdf
1157,2024-10-21,2024-10-16,Decreto,DECRE-2024-1437-SI-INTEN,"Expediente Nº 3000/2018 - Eximir a la Sra. María Angélica Olguín del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 632.776, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729262724.pdf
1157,2024-10-21,2024-10-16,Decreto,DECRE-2024-1436-SI-INTEN,"Expediente Nº 28/2013 - Eximir a la Sra. Eleonora Colasurdo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 540.044, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729262687.pdf
1157,2024-10-21,2024-10-16,Decreto,DECRE-2024-1435-SI-INTEN,"Expediente Nº 5150/2012 - Eximir a la Sra. Marta Barrales del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 362.319, para los períodos fiscales 2022, 2023 y 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729262641.pdf
1157,2024-10-21,2024-10-16,Decreto,DECRE-2024-1434-SI-INTEN,"Expte. Nº 6298/2013 - Eximir a la Sra. Elvira A. Gazzo a del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 690.345, para los períodos fiscales 2020, 2021, 2022 y 2023.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729262519.pdf
1157,2024-10-21,2024-10-16,Decreto,DECRE-2024-1433-SI-INTEN,"Expediente Nº 3776/2016 - Eximir a la Sra. Silvia Zulema Blanco del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 230.216, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729262466.pdf
1157,2024-10-21,2024-10-16,Decreto,DECRE-2024-1428-SI-INTEN,"Expediente Nº 6189/2016 - Eximir a la Sra. Bárbara Cristina Gill del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 530.878, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729262200.pdf
1157,2024-10-21,2024-10-16,Decreto,DECRE-2024-1427-SI-INTEN,"Expediente Nº 11287/1997 (Cuerpo 2) - Eximir a la Sra. Carmen Raquel Sánchez del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 621.247, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729262143.pdf
1157,2024-10-21,2024-10-16,Decreto,DECRE-2024-1426-SI-INTEN,"Expediente Nº 14388/2021 - Eximir a la Sra. Cecilia Alejandra Guidone del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 621.843, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729262103.pdf
1157,2024-10-21,2024-10-17,Decreto,DECRE-2024-1446-SI-INTEN,Expediente N°7840/2013 - Modificar el Decreto Nº 2045/2012 (Factibilidad Florencio Sánchez N° 3032/34 de la ciudad de San Isidro. DASS ARGENTINA S.R.L.).,factibilidad | mayor altura/FOT/FOS | zonificación/C.O.U.,,Modificación | Decreto Nº 2045/2012,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729261628.pdf
1157,2024-10-21,2024-10-17,Decreto,DECRE-2024-1444-SI-INTEN,Expediente N° 15793/2022 - Factibilidad: Patricia Beatriz Stabile - “Viviendas Unifamiliares Agrupadas” - Sargento Cabral N° 2841 de la ciudad de Martínez.,factibilidad | mayor altura/FOT/FOS | zonificación/C.O.U. | uso no conforme,,Autorización | Construcción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729261706.pdf
1157,2024-10-21,2024-10-17,Decreto,DECRE-2024-1443-SI-INTEN,"Expediente Nº 4581/2021 - Eximir a la Sra. Marta Irene Lastra del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 560.153, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729261763.pdf
1157,2024-10-21,2024-10-17,Decreto,DECRE-2024-1442-SI-INTEN,"Expediente Nº 11348/2017 - Eximir a la Sra. Nélida Jovita Mendoza del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 620.224, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729261800.pdf
1157,2024-10-21,2024-10-17,Decreto,DECRE-2024-1441-SI-INTEN,"Expediente Nº 5916/2024 - Eximir al Sr. Roberto Di Paolo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 720.084, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729261861.pdf
1157,2024-10-21,2024-10-17,Decreto,DECRE-2024-1440-SI-INTEN,"Expediente Nº 3332/2023 - Eximir a la Sra. Hilma Hellen Portillo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 215.610, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729261897.pdf
1157,2024-10-21,2024-10-17,Decreto,DECRE-2024-1439-SI-INTEN,"Expediente Nº 732/2024 - Eximir al Sr. Eduardo Oscar Mary del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 642.041, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729261936.pdf
1157,2024-10-21,2024-10-17,Decreto,DECRE-2024-1438-SI-INTEN,Expediente Nº 11243/2024 - Crear el Régimen de Regularización Excepcional para los tributos municipales - Crear el Registro de Convenios de Pago y Solicitudes Autorizadas.,excepción,1000000.00,Creación | Régimen de Regularización Excepcional | Tributos Municipales,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729262008.pdf
1157,2024-10-21,2024-10-17,Resolución firma conjunta,RESFC-2024-6-SI-INNO,HABILITACIÓN NUEVOS CÓDIGOS DE TRÁMITE DEL MÓDULO EE DEL SISTEMA GDE,factibilidad,,Habilitación | Nomenclador de Trámites | GDE,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729509078.pdf
1157,2024-10-21,2024-10-18,Decreto,DECRE-2024-1450-SI-INTEN,"Expte. N° 1521/2023 - Exención: Tasa por Alumbrado, Limpieza y Servicios Generales - Frentistas afectados por obra pública (cuentas tributarias Nros. 820.415, 820.419, 820.420, 820.421, 820.422, 820.423, 820.076, 820.077, 820.095, 820.096 y 820.099).",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729514949.pdf
1157,2024-10-21,2024-10-18,Decreto,DECRE-2024-1449-SI-INTEN,"Expediente Nº 4668/2018 - Eximir a la Sra. Ana Lorena Nellinger del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 220.302, para los períodos fiscales 2023 y 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729514909.pdf
1158,2024-10-29,2024-10-21,Decreto,DECRE-2024-1463-SI-INTEN,"Expediente Nº 4344/2016 - Eximir a la Sra. Julia Esther Acuña del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 220.018, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729609755.pdf
1158,2024-10-29,2024-10-21,Decreto,DECRE-2024-1462-SI-INTEN,"Expediente Nº 14582-2023 (Expte Nº 5782-2021) - Eximir al Sr. Ramón Alberto Rojo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 440.067, para el período fiscal 2022.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729609713.pdf
1158,2024-10-29,2024-10-23,Decreto,DECRE-2024-1476-SI-INTEN,"Expediente Nº 14049/2008 (Cuerpo 3) - Eximir a la Sra. Karina Inés Chediex del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 741.911, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729783008.pdf
1158,2024-10-29,2024-10-23,Decreto,DECRE-2024-1475-SI-INTEN,"Expediente N° 7964/2022 - Eximir a la Sra. María Luisa Cristina Cruzado del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 350.414, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729782975.pdf
1158,2024-10-29,2024-10-23,Decreto,DECRE-2024-1474-SI-INTEN,"Expediente Nº 6135/2024 - Eximir a la Sra. Beatriz Cecilia Acosta del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 613.367, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729782945.pdf
1158,2024-10-29,2024-10-23,Decreto,DECRE-2024-1473-SI-INTEN,"Expediente Nº 9644/2006 - Eximir al Sr. Álvaro Mario Bilancetti del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 351.499, para el período fiscal 2023.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729782912.pdf
1158,2024-10-29,2024-10-23,Decreto,DECRE-2024-1472-SI-INTEN,"Expediente Nº 8774/2024 - Eximir a la Sra. Margarita María López Saubidet del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 122.896, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729782881.pdf
1158,2024-10-29,2024-10-24,Decreto,DECRE-2024-1480-SI-INTEN,"Expediente Nº 2717/2019 - Eximir a la Sra. Andrea Carina Wettstein del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 640.722, para los períodos fiscales 2021 a 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729885774.pdf
1158,2024-10-29,2024-10-24,Decreto,DECRE-2024-1479-SI-INTEN,"Expediente Nº 858/2008 - Eximir a la Sra. Elena Elsa Zabala del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 541.338, para los períodos fiscales 2022, 2023 y 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1729885737.pdf
1159,2024-11-04,2024-10-28,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-764-SI-SECGOB,Expte Nº 16311/2007.- Habilitación.,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1730303910.pdf
1159,2024-11-04,2024-10-29,Decreto,DECRE-2024-1513-SI-INTEN,"Expediente Nº 7775/1995 - Eximir a la Sra. Ramona Amalia Campos del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 531.134, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1730726535.pdf
1159,2024-11-04,2024-10-29,Decreto,DECRE-2024-1512-SI-INTEN,"Expediente Nº 1448/2023 - Eximir al Sr. Vicente Roberto Mastroianni del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 122.447, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1730726442.pdf
1159,2024-11-04,2024-10-29,Decreto,DECRE-2024-1511-SI-INTEN,"Expediente Nº 1356/2014 - Eximir al Sr. Fernando María Bentancourt del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 110.200, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1730726396.pdf
1159,2024-11-04,2024-10-29,Decreto,DECRE-2024-1506-SI-INTEN,"Expediente Nº 9208/2022 - Eximir a la Sra. Lady Juana Ludueña del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 112.379, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1730725995.pdf
1159,2024-11-04,2024-10-29,Decreto,DECRE-2024-1505-SI-INTEN,"Expediente Nº 288/2004 (Cuerpo 2) - Eximir a la Sra. Herminia Susana García del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (100%), respecto a la cuenta tributaria N° 712.253, para el período fiscal 2024",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1730725937.pdf
1159,2024-11-04,2024-10-29,Decreto,DECRE-2024-1504-SI-INTEN,"Expediente Nº 4254/2015 - Eximir a la Sra. Hilda Zulema Poccioni del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 217.170, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1730725888.pdf
1159,2024-11-04,2024-10-29,Decreto,DECRE-2024-1503-SI-INTEN,"Expediente Nº 8862/2017 - Eximir al Sr. César Carlos Fernández del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 660.136, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1730725682.pdf
1159,2024-11-04,2024-10-29,Decreto,DECRE-2024-1499-SI-INTEN,"Expediente Nº 9544/2019 - Eximir al Sr. José Ignacio Ríos del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 690.657, para el período fiscal 2022.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1730725428.pdf
1159,2024-11-04,2024-10-29,Decreto,DECRE-2024-1498-SI-INTEN,"Expediente Nº 6360/2014 - Eximir a la Sra. Irene Emilia Medvezky del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 430.509, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1730725383.pdf
1159,2024-11-04,2024-10-29,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-784-SI-SECGOB,Expte Nº 11737/2000.- Habilitación.,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1730473421.pdf
1159,2024-11-04,2024-10-29,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-781-SI-SECGOB,Expte Nº 10227/2013.- Habilitación.,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1730473261.pdf
1159,2024-11-04,2024-10-30,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-793-SI-SECGOB,Expte Nº 6915/2008.- Habilitación.,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1730727512.pdf
1159,2024-11-04,2024-10-30,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-790-SI-SECGOB,Expte. Nº 4815/2011.- Habilitación.,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1730486478.pdf
1163,2024-11-26,2024-11-01,Decreto,DECRE-2024-1533-SI-INTEN,"Expediente Nº 2253/1996 - Eximir a la Sra. Elsa Crocitta del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 830.926, para los períodos fiscales 2022, 2023 y 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1731339652.pdf
1163,2024-11-26,2024-11-01,Decreto,DECRE-2024-1532-SI-INTEN,"Expediente Nº 1613/2024 - Eximir a la Sra. Rosana Rizzo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 543.241, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1731339499.pdf
1163,2024-11-26,2024-11-01,Decreto,DECRE-2024-1531-SI-INTEN,"Expediente Nº 5142/2024 - Eximir a la Sra. Zulema Beatriz Laursen del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 330.602, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1731339450.pdf
1163,2024-11-26,2024-11-01,Decreto,DECRE-2024-1530-SI-INTEN,"Expediente Nº 4670/2024 - Eximir a la Sra. Liliana Mónica Perrone del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 821.512, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1731339388.pdf
1163,2024-11-26,2024-11-01,Decreto,DECRE-2024-1526-SI-INTEN,"Expediente Nº 1588/2009 - Eximir a la Sra. Susana Beatriz Beltrami del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 440.434, para el período fiscal 2023",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1731338080.pdf
1163,2024-11-26,2024-11-01,Decreto,DECRE-2024-1525-SI-INTEN,"Expediente Nº 1853/2015 - Eximir a la Sra. María Lidia Palomo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 770.506, para los períodos fiscales 2023 y 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1731338018.pdf
1163,2024-11-26,2024-11-01,Decreto,DECRE-2024-1524-SI-INTEN,"Expediente Nº 5842/2010 - Eximir a la Sra. Rosa Teresa Menchini del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 731.103, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1731337975.pdf
1163,2024-11-26,2024-11-01,Decreto,DECRE-2024-1523-SI-INTEN,"Expediente Nº 2575/2019 - Eximir a la Sra. Eva Angélica Humerez del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 563.131, para el período fiscal 2023.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1732047372.pdf
1163,2024-11-26,2024-11-01,Decreto,DECRE-2024-1522-SI-INTEN,"Expediente Nº 91/2019 - Eximir al Sr. José María Dorado del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 361.963, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1731337627.pdf
1163,2024-11-26,2024-11-01,Decreto,DECRE-2024-1521-SI-INTEN,"Expediente Nº 676/1995 (Cuerpo 2) - Eximir a la Sra. Juliyet Saylancioglu del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 332.851, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1731337525.pdf
1163,2024-11-26,2024-11-01,Decreto,DECRE-2024-1520-SI-INTEN,"Expediente Nº 2125/1998 (Cuerpo 2) - Eximir a la Sra. Mirta Nilda Camaño del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 533.732, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1731337432.pdf
1163,2024-11-26,2024-11-04,Decreto,DECRE-2024-1541-SI-INTEN,"Expediente Nº 3628/2011 - Eximir a la Sra. Susana Beatriz Pozo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 393.159, para el período fiscal 2023.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1731340328.pdf
1163,2024-11-26,2024-11-04,Decreto,DECRE-2024-1540-SI-INTEN,"Expediente Nº 8418/2016 - Eximir a la Sra. Stella Maris Maciel del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 831.666, para el período fiscal 2023.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1731340277.pdf
1163,2024-11-26,2024-11-04,Decreto,DECRE-2024-1539-SI-INTEN,"Expediente Nº 9328-2009 (Cuerpo 2) - Eximir al “OBISPADO DE SAN ISIDRO (CASA PARROQUIAL “CURA BROCHERO”) del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales, respecto a la cuenta tributaria N° 720.885 para el periodo fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1731340223.pdf
1163,2024-11-26,2024-11-04,Decreto,DECRE-2024-1538-SI-INTEN,"Expediente Nº 311/2024 - Eximir a la Sra. Angélica Estella Massari del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 210.741, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1731340169.pdf
1163,2024-11-26,2024-11-04,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-820-SI-SECGOB,Expte Nº 1153/1991.- Habilitación.,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1731528723.pdf
1163,2024-11-26,2024-11-05,Decreto,DECRE-2024-1563-SI-INTEN,Expediente Nº 3794-2023 (Alcance 3) - Reconocimiento de mayores costos - AMERICAN VIAL S.R.L. - Licitación Pública N° 21/2023.,excepción,472804273.00,Mayores Costos | Licitación Pública,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1731602763.pdf
1163,2024-11-26,2024-11-05,Decreto,DECRE-2024-1558-SI-INTEN,"Expediente Nº 3173/2024 - Eximir a la Sra. Nélida Ana Tovar del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 212.511, para el período fiscal 2024.",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1731596318.pdf
