fecha,tipo,numero,objeto,domicilio,localidad,es_san_isidro,monto_max,pdf
2004-08-10,DECRETO,1695,"ro.- ADJUDICASE a la firma PROMS S.A. con domicilio en ************** Avda. Santa Fe Nro. 1668 1° “B” – Martínez, el Servicio de imple- mentación de un programa de asistencia directa a través de la em"," Avda. Santa Fe Nro. 1668 1° “B” – Martínez, el Servicio de imple- mentación de un programa de a",San Isidro,SI,,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-672-2004-08-01.pdf
2004-08-10,DECRETO,1696,"ro.- Adjudícase a la empresa MASTER OBRAS S.A., con domicilio en la ************** calle Garibaldi Nro. 617 – Of. 2 – San Isidro, la ejecución de la obra: “REPARACIONES DE EMERGENCIA EN CALZADAS DE HO","la calle Garibaldi Nro. 617 – Of. 2 – San Isidro, la ejecución de la obra: “REPARACIONES DE EME | la calle Intendente Neyer Nro. 179, de la ciu- dad d",San Isidro,SI,69105.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-672-2004-08-01.pdf
2004-01-13,DECRETO,1737,"ro.- Exímese del pago de la Tasa por Alumbrado, Limpieza, Conservación y ************* Reconstrucción de la Vía Pública, por el año 2004, al establecimiento edu- cacional INSTITUTO 20 DE JUNIO ubicado","la calle Almirante Brown 683 – Villa Ballester del Partido de San Martín, a realizar la obra: “EXTEN- SION DE",San Martín,NO,,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-672-2004-08-01.pdf
2004-09-03,DECRETO,1878,"ro.- ADJUDICASE a la empresa R. OBRAS S.A., con domicilio en la calle ************* Gral. Lonardi Nro. 1358 de la ciudad de Beccar, del Partido de San Isidro; la ejecución de la obra: “SELLADO DE JUNT","la calle Gral. Lonardi Nro. 1358 de la ciudad de Beccar, del Partido de San Isidro; la ejecución | la calle Intendente Neyer Nro. 179, de la ciu- dad ",San Isidro,SI,185900.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-674-2004-09-01.pdf
2004-09-09,DECRETO,1926,"ro.- ADJUDICASE a la firma VIANI S.A.C.I.C. y A., con domicilio en ************** Montevideo Nº 708 piso 3º Of. 11 de la Ciudad Autónoma de Buenos Aires, la Licitación Privada N° 27/04, referente a la"," Montevideo Nº 708 piso 3º Of. 11 de la Ciudad Autónoma de Buenos Aires, la Licitación Privada N",Ciudad Autónoma De Buenos Aires,NO,201000.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-674-2004-09-01.pdf
2004-09-10,DECRETO,1939,"ro.- Adjudícase a las firmas que a continuación se detalla, los ítems que ************** rigieron la Licitación Privada nº 25/2004: Orgamed S.A., con domicilio en Anchorena 389, Capital Federal, el ít","Anchorena 389, Capital Federal, el ítem 1, por un importe de $ 6.528,73; Johnson & Johnson Medical S.A.., con | Magliano 3061, San Isidro, los ítems 2",San Isidro,SI,74183.68,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-674-2004-09-01.pdf
2004-09-14,DECRETO,1959,"ro.-Adjudícase a la empresa RURAL CEMENTO S.A., la ejecución de la obra ************* “CONSTRUCCION Y REPARACION DE SUMIDEROS PARA MEJO- RAR LA CAPACIDAD DE CONDUCCION DE LOS DESAGÜES EXISTENTES EN LA","la calle Intendente Neyer Nº 179 de la ciudad de Beccar, jurisdicción de este Partido.- ARTICULO 5to.- El prof",San Isidro,SI,68670.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-674-2004-09-01.pdf
2004-09-14,DECRETO,1963,"ro.- ADJUDICASE a la firma EL COIHUE S.R.L. con domicilio en Melendez ************* Nro. 428 – Don Torcuato, la contratación de un servicio de raleo de altu- ra en ejemplares de más de 20 metros a par","Melendez Nro. 428 – Don Torcuato, la contratación de un servicio de raleo de altu- ra en ejempla",,SIN CLASIFICAR,90000.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-674-2004-09-01.pdf
2004-10-04,DECRETO,2115,"ro.- Adjudícase a las firmas que a continuación se detalla, los ítems que ************** rigieron la Licitación Privada N° 28/2004, referente a la ADQUISICION DE INSUMOS DE HEMOTERAPIA: STORING de Cla","Pilar Nº 624 de Capital Federal, el renglón 1, por un monto total de PESOS OCHOCIENTOS CINCUENTA ($ 850); EXSA | la Avda. Andrés Rolón Nº 694 de la ci",San Isidro,SI,30055.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-676-2004-10-01.pdf
2004-10-05,DECRETO,2132,"ro.- ADJUDICASE a la empresa L.E.E. INGENIERIA S.A., con domicilio en ************* la calle Santiago del Estero Nro. 28 – 2° piso “C” de la ciudad de Martínez, jurisdicción de este Partido, la ejecuc"," la calle Santiago del Estero Nro. 28 – 2° piso “C” de la ciudad de Martínez, jurisdicción de est | la calle Intendente Neyer Nro. 179, de la ciudad d",San Isidro,SI,196950.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-676-2004-10-01.pdf
2004-10-07,DECRETO,2143,"ro.- Adjudícase a la empresa Baunnion SRL con domicilio en *************** Andonaegui 3570, Capital Federal, la ejecución de la obra “Alineación de Cordones de Granito y Trabajos Complementarios en el"," Andonaegui 3570, Capital Federal, la ejecución de la obra “Alineación de Cordones de Granito y | la calle Intendente Neyer nro. 179 de la Ciudad de B",San Isidro,SI,68180.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-676-2004-10-01.pdf
2004-10-12,DECRETO,2160,"ro.- Adjudícase a las firmas que a continuación se detalla, los ítems que ************** rigieron la Licitación Privada N° 32/2004, referente a la ADQUISICION DE ARTICULOS DE LIMPIEZA: EL ANGEL DORADO","la calle 60 Nº 2866 de Villa Maipú, los renglones 9 y 10, por un monto total de PESOS UN MIL ($ 1.000); RICARD | la calle 117 Nº 2257 de San Martín, l",Villa Maipú,NO,20335.14,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-676-2004-10-01.pdf
01/11/2004,DECRETO,2268,"ro.- Adjudícase a las firmas que a continuación se detalla, los ítems **************que rigieron la Licitación Pública nº 12/2004: Mallinckrodt Medical Argentina Limited, con domicilio en Av. Córdoba ","Av. Córdoba 1345. Piso 7°, Capital Federal, los ítems 38 y 39, por un importe de $ 6.393,60; Johnson & Johnson | M. Magliano 3061, San Isidro, los íte",San Isidro,SI,458922.16,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-678-2004-11-01.pdf
01/11/2004,DECRETO,2273,"ro.-Adjudícase a la empresa R. OBRAS S.A., con domicilio en Lavalle Nº ************* 1914 ,6º “C” la ejecución de la obra “REPARACIONES DE EMERGENCIA EN CALZADAS DE HORMIGON EN EL SECTOR COMPRENDIDO P","Lavalle Nº 1914 ,6º “C” la ejecución de la obra “REPARACIONES DE EMERGENCIA EN CALZADAS DE HORMI | la calle Intendente Neyer Nº 179 de la ciudad de Be",San Isidro,SI,196995.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-678-2004-11-01.pdf
01/11/2004,DECRETO,2274,"ro.- Adjudícase a las firmas que a continuación se detalla, los ítems que ************** rigieron la Licitación Pública Nro. 09/2004, para Insumos de Medicamentos – 2° semestre año 2004: AVENTIS BEHRI","Int. Tonkinson Nro. 2054 – San Isidro, los ítems 5 – 78, por un importe de $ 10.171,20.- DROCIEN S.R.L., con d | Avda. Velez Sarsfield Nro. 102 – Capi",San Isidro,SI,126641.52,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-678-2004-11-01.pdf
2004-11-02,DECRETO,2285,"ro.- ADJUDICASE a la empresa CONSTRUCCIONES MELIPAL ************** S.R.L. con domicilio en Dorrego Nro. 1858 – Martínez, la ejecución de la obra: “DESOBSTRUCCION Y/O MEJORAMIENTO ESTRUCTURAS PLUVIALES","Dorrego Nro. 1858 – Martínez, la ejecución de la obra: “DESOBSTRUCCION YO MEJORAMIENTO ESTRUCTURAS PLUVIALES | la calle Intendente Neyer Nro. 179 de l",San Isidro,SI,62125.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-678-2004-11-01.pdf
2004-11-04,DECRETO,2292,"ro.- Adjudícase a las firmas que a continuación se detalla, los ítems que ************** rigieron la Licitación Pública nº 10/2004: Instruequipos S.A., con domicilio en Iguazú 218/20/22, Capital Feder","Iguazú 2182022, Capital Federal, el ítem 5, por un importe de $ 420; Alfatrade S.A., con domicilio en Av. 85 | Rodríguez Peña 2045, Santos Lugares, lo",CABA,NO,186750.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-678-2004-11-01.pdf
2004-11-04,DECRETO,2305,"ro.- Adjudícase a la empresa Rural Cemento S.A. con domicilio en *************** Jacinto Diaz 358, San Isidro, la ejecución de la obra “RECTIFICACION DE NIVELES Y DESOBTRUCCION DE CONDUCCIONES PLUVIAL"," Jacinto Diaz 358, San Isidro, la ejecución de la obra “RECTIFICACION DE NIVELES Y DESOBTRUCCIO | la calle Intendente Neyer nro. 179 de la Ciudad de B",San Isidro,SI,67220.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-678-2004-11-01.pdf
2004-11-10,DECRETO,2319,"del Decreto 2258/2004, en lo que al importe de la adjudicación a la firma Exsa S.R.L. y los items adjudicados a la firma SISTEMAS ANALITICOS S.A. se refiere; POR ello, en ejercicio de las atribuciones","la Avda. Andrés Rolón Nro. 694, San Isidro, los ítems 3- 5 13- 15- 18- 21- 26- 27- 29- 31- 33- 35- 38- 39- 42- | Avda. Díaz Velez Nro. 4562, Capital F",San Isidro,SI,58893.86,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-678-2004-11-01.pdf
2004-12-13,DECRETO,2564,"ro.- Adjudícase a la empresa Vial del Norte S.A. con domicilio en *************** Florida 683, 4° Piso, Oficina 36, Capital, la ejecución de la obra “SEÑALIZACION HORIZONTAL DE CALZADAS EN EL SECTOR C"," Florida 683, 4° Piso, Oficina 36, Capital, la ejecución de la obra “SEÑALIZACION HORIZONTAL DE | la calle Intendente Neyer nro. 179 de la Ciudad de B",San Isidro,SI,26925.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-680-2004-12-01.pdf
2004-12-13,DECRETO,2570,"ro.- Adjudícase a la empresa Master Obras S.A. con domicilio en *************** Av. Callao nro. 420, 7° C, Capital, la ejecución de la obra “REPARACION DE CALZADA DE HORMIGON EN LA CALLE JULIAN NAVARR"," Av. Callao nro. 420, 7° C, Capital, la ejecución de la obra “REPARACION DE CALZADA DE HORMIGON | la calle Intendente Neyer nro. 179 de la Ciudad de B",San Isidro,SI,68370.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-680-2004-12-01.pdf
2005-01-04,DECRETO,14,"ADJUDICASE a la firma Seguridad Grupo Maipú, con *************** domicilio en Grecia N° 3422 de la Ciudad Autonoma de Buenos Aires, la Licitación Pública N° 16/2004, referente a la contratación de un ","Grecia N° 3422 de la Ciudad Autonoma de Buenos Aires, la Licitación Pública N° 162004, referente a la contrat",Ciudad Autonoma De Buenos Aires,NO,2292480.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-682-2005-01-01.pdf
2005-01-04,DECRETO,15,"ADJUDICASE a la firma AGA ARGENTINA S.A., con *************** domicilio en Calle 47 N° 2143 Villa Maipú, partido de San Martín, la Licitación Pública N° 20/04, referente a la contratación del servicio","Calle 47 N° 2143 Villa Maipú, partido de San Martín, la Licitación Pública N° 2004, referente a la contrataci",San Martín,NO,130158.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-682-2005-01-01.pdf
2005-01-04,DECRETO,16,"ADJUDICASE a la firma CONSULT S.A, con *************** domicilio en Pasaje Granaderos N° 673 de la Ciudad de Beccar, la Li- citación Privada N° 44/2004, referente a la contratación del servicio de ALQ","Pasaje Granaderos N° 673 de la Ciudad de Beccar, la Li- citación Privada N° 442004, referente a la contrataci",San Isidro,SI,98000.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-682-2005-01-01.pdf
2005-01-04,DECRETO,17,"ADJUDICASE a la firma EL COIHUE S.R.L., con *************** domicilio en Melendez N° 428 localidad de Don Torcuato, Partido de Tigre, la Licitación Privada N° 48/2004, referente a la contratación del ","Melendez N° 428 localidad de Don Torcuato, Partido de Tigre, la Licitación Privada N° 482004, referente a la",Don Torcuato,NO,179992.80,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-682-2005-01-01.pdf
2005-01-04,DECRETO,21,"ro.- ADJUDICASE a la firma VIANI S.A.C.I.C.y A. con domicilio en Mon- ************** tevideo Nº 708 3er. Piso Of. 11 de Capital Federal, la PROVISION DE 1.400 TONELADAS DE MEZCLA BITUMINOSA TIPO CONCR","Mon- tevideo Nº 708 3er. Piso Of. 11 de Capital Federal, la PROVISION DE 1.400 TONELADAS DE MEZ",Capital Federal,NO,203000.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-682-2005-01-01.pdf
2005-01-04,DECRETO,25,"ro.- Adjudícase a la firma M.A. ALZOLA. con domicilio en Ferrante Nro. ************* 114, de la localidad de Victoria, la contratación del servicio de Mante- nimiento de 39 Bombas Depresoras de Napas ","Ferrante Nro. 114, de la localidad de Victoria, la contratación del servicio de Mante- nimiento",Victoria,NO,117117.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-682-2005-01-01.pdf
2005-01-04,DECRETO,26,"ro.- Adjudícase a CASTELAO ELECTRICIDAD S.A.. con domicilio en Ameghino Nro. 2742 de la localidad de Saenz Peña, la contratación del servicio de Mante- nimiento de 52 Bombas Depresoras de Napas Freáti","Ameghino Nro. 2742 de la localidad de Saenz Peña, la contratación del servicio de Mante- nimiento de 52 Bombas",Saenz Peña,NO,155875.20,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-682-2005-01-01.pdf
2005-01-10,DECRETO,45,"ro.-Adjudícase a la firma BAUNNION S.R.L. con domicilio en Andonaegui ************** Nº 3570 de Capital Federal, la ejecución de la obra “SELLADO DE JUNTAS EN PAVIMENTOS DE GRANITO Y GRANITULLO EN DIV","Andonaegui Nº 3570 de Capital Federal, la ejecución de la obra “SELLADO DE JUNTAS EN PAVIMENTOS | la calle Intendente Neyer Nº 179 de la ciudad de Bec",San Isidro,SI,66300.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-682-2005-01-01.pdf
2005-01-10,DECRETO,46,"ro.-Adjudícase a la empresa BETON VIAL S.A., con domicilio en Callao Nº ************** 420 -Piso 7º Of. C- de Capital Federal, la ejecución de la obra “CO- RRECCION DE ESCURRIMIENTOS SUPERFICIALES MED","Callao Nº 420 -Piso 7º Of. C- de Capital Federal, la ejecución de la obra “CO- RRECCION DE ESCU | la calle Dorrego Nº 1858 de la ciudad de Martínez, j",San Isidro,SI,68125.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-682-2005-01-01.pdf
2005-01-10,DECRETO,47,"ro.-Adjudícase a la empresa VIAL DEL NORTE S.A.., con domicilio en Flo- ************** rida Nº 683 de Capital Federal, la ejecución de la obra “SEÑALIZACION HORIZONTAL DE CALZADAS EN EL SECTOR COMPREN","Flo- rida Nº 683 de Capital Federal, la ejecución de la obra “SEÑALIZACION HORIZONTAL DE CALZAD | la calle Intendente Neyer Nº 179 de la ciudad de Bec",San Isidro,SI,65250.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-682-2005-01-01.pdf
2005-01-10,DECRETO,48,"ro.-Adjudícase a la empresa BAUNNION S.R.L., con domicilio en Andonae- ************** gui Nº 3570 de Capital Federal, la ejecución de la obra “CORRECCION DE NIVELES Y TRABAJOS COMPLEMENTARIOS EN CUNET","Andonae- gui Nº 3570 de Capital Federal, la ejecución de la obra “CORRECCION DE NIVELES Y TRABA | la calle Intendente Neyer Nº 179 de la ciudad de Bec",San Isidro,SI,68300.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-682-2005-01-01.pdf
01/01/2005,DECRETO,49,"ro.-Adjudícase a la empresa MASTER OBRAS S.A., con domicilio en Avda. ************** Callao Nº 420 -7º C - de Capital Federal, la ejecución de la obra “DE- SOBSTRUCCION, LIMPIEZA Y PERFILADO DE ZANJAS","Avda. Callao Nº 420 -7º C - de Capital Federal, la ejecución de la obra “DE- SOBSTRUCCION, LIMP | la calle Liniers Nº 1879 de la localidad de Florida ",Capital Federal,NO,69000.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-682-2005-01-01.pdf
2005-01-11,DECRETO,75,"ro.-Adjudícase a la empresa BETON VIAL S.A.., con domicilio real en Ca- ************** llao Nº 420 – Piso 7º Of. “C”, la ejecución de la obra “BACHEO CON MEZCLA ASFALTICA EN CALIENTE EN DISTINTOS SECT","Ca- llao Nº 420 – Piso 7º Of. “C”, la ejecución de la obra “BACHEO CON MEZCLA ASFALTICA EN CALI | la calle Liniers Nº 1879 de la localidad de Florida,",Florida,NO,193800.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-682-2005-01-01.pdf
2005-01-12,DECRETO,76,"ro.-Adjudícase a la empresa MASTER OBRAS S.A.., con domicilio real en ************** Callao Nº 420 Piso 7º de Capital Fedaral y legal en Garibaldi Nº 617 Of. 1 del Partido de San Isidro, la ejecución "," Callao Nº 420 Piso 7º de Capital Fedaral y legal en Garibaldi Nº 617 Of. 1 del Partido de San I | la calle Dorrego Nº 1858 de la ciudad de Martínez, ",San Isidro,SI,197990.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-682-2005-01-01.pdf
01/01/2005,DECRETO,115,"ADJUDICASE a la firma CENTRO DE MEZCLAS INTRAVENOSAS S.A., con domicilio en Avda. Luis María Campos N° 726 piso 5°, de la Ciudad Autonoma de Buenos Aires, la Licitación Privada N° 41/04, referente a l","Avda. Luis María Campos N° 726 piso 5°, de la Ciudad Autonoma de Buenos Aires, la Licitación Privada N° 4104,",Ciudad Autonoma De Buenos Aires,NO,80000.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-682-2005-01-01.pdf
2005-02-08,DECRETO,313,"ro.- Modifícase el artículo 4º del Decreto n° 49/2005, quedando redactado ************* de la siguiente forma: “ARTICULO 4°.- Desígnase inspector técnico de la obra mencionada en el artículo 1° al ***",la calle Intendente Neyer nro. 179 de la Ciudad de Beccar .-“.- ARTICULO 2do.- Mantiénese en todas sus partes,San Isidro,SI,69000.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-684-2005-02-01.pdf
2005-03-07,DECRETO,470,"ro.- Adjudícase a la empresa R. Obras S.A, con domicilio en Tte. Gral. ************** Lonardi nro. 1358 de Beccar, la ejecución de la obra: “SELLADO DE JUNTAS Y GRIETAS EN EL SECTOR DELIMITADO POR LAS","Tte. Gral. Lonardi nro. 1358 de Beccar, la ejecución de la obra: “SELLADO DE JUNTAS Y GRIETAS E | la calle Intendente Neyer Nro. 179, de la ciudad de ",San Isidro,SI,189000.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-686-2005-03-01.pdf
2005-03-11,DECRETO,544,"ro.- Adjudícase a la empresa L.E.E. Ingenieria S.A, con domicilio en D.F. ************** Sarmiento 2858, Olivos, la ejecución de la obra: “REPARACIONES DE EMERGENCIAS EN CALZADAS DE HORMIGON EN EL SEC","D.F. Sarmiento 2858, Olivos, la ejecución de la obra: “REPARACIONES DE EMERGENCIAS EN CALZADAS | la calle Intendente Neyer Nro. 179, de la ciudad de B",San Isidro,SI,202900.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-686-2005-03-01.pdf
2005-03-11,DECRETO,545,"ro.- Adjudícase a la empresa Rural Cemento S.A., con domicilio en ************** Jacinto Diaz 358 de San Isidro, la ejecución de la obra “Rectificación de Niveles y Desobstrucción de Conducciones Pluv"," Jacinto Diaz 358 de San Isidro, la ejecución de la obra “Rectificación de Niveles y Desobstrucc",San Isidro,SI,68020.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-686-2005-03-01.pdf
2005-03-11,DECRETO,546,"ro.- Adjudícase a la empresa Puppo Hnos. S.A, con domicilio en Int. ************** Tomkinson nro. 92 de San Isidro, la ejecución de la obra: “MEJORAMIENTO DE CALLES NO PAVIMENTADAS CON MATERIAL ASFALT","Int. Tomkinson nro. 92 de San Isidro, la ejecución de la obra: “MEJORAMIENTO DE CALLES NO PAVIM | la calle Intendente Neyer Nro. 179, de la ciudad de ",San Isidro,SI,197600.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-686-2005-03-01.pdf
2005-03-14,DECRETO,572,"ro- Adjudícase a TAYLOR SEG. E HIGIENE IND. DE Busto Patricia ************** Francisca con domicilio en Avda. De Los Constituyentes Nro.193, General Pacheco, la Provisión de 5340 guardapolvos modelo 1","Avda. De Los Constituyentes Nro.193, General Pacheco, la Provisión de 5340 guardapolvos modelo 14201530 para",,SIN CLASIFICAR,78704.50,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-686-2005-03-01.pdf
2005-03-14,DECRETO,573,"ro- Adjudícase a la firma que a continuación se detalla, los ítems que *************** rigieron la Licitación Privada Nro. 8/2005: MACOR INSUMOS HOSPITALARIOS S.R.L. con domicilio en Tronador Nro. 893","Tronador Nro. 893, Capital Federal, los ítems: 1 – 2 – 3 – 4 – 5 – 6 – 7 – 8, por un importe de PESOS CIENTO N",Pesos Ciento N,NO,109936.80,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-686-2005-03-01.pdf
2005-04-05,DECRETO,761,"ADJUDICASE a la firma INDUSTRIAS HÖGNER SACIFA, con ************* domicilio en la Calle 23 Nº 1446 - Villa Maipú - San Martín, la Licitación Privada N° 12/2005, referente a la ADQUISICIÓN DE UN EQUIPO","la Calle 23 Nº 1446 - Villa Maipú - San Martín, la Licitación Privada N° 122005, referente a la ADQUISICIÓN D",,SIN CLASIFICAR,76509.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-688-2005-04-01.pdf
2005-04-06,DECRETO,768,"ro.- Adjudícase a la empresa Viani S.A.C.I.C.y A con domicilio en ************* Montevideo 708, Piso 3°, Of. 11, Capital Federal, la Contratación de los trabajos para la repavimentación de la calle Hi"," Montevideo 708, Piso 3°, Of. 11, Capital Federal, la Contratación de los trabajos para la repavi",CABA,NO,1490208.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-688-2005-04-01.pdf
2005-05-03,DECRETO,923,"ro.-Adjudícase a la firma VIAL DEL NORTE S.A. con domicilio en Florida ************** N° 683 4° piso- Of. 36 de Capital Federal, la ejecución de la obra “SEÑALIZACION HORIZONTAL DE CALZADAS EN EL SECT","Florida N° 683 4° piso- Of. 36 de Capital Federal, la ejecución de la obra “SEÑALIZACION HORIZO | la calle Donado N° 2226 de Capital Federal.- ARTICUL",Capital Federal,NO,64620.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-690-2005-05-01.pdf
2005-05-13,DECRETO,1029,"DESIGNASE Inspector Técnico de la obra “CONSTRUCCION CRUCE ************* VEHICULAR BAJO NIVEL DEL FERROCARRIL BME. MITRE (T.B.A.) Y LA CALLE PARANA”, al Ingeniero Civil Edmundo Eugenio LOPEZ (C.I. N° ","Sarmiento N° 2858 de Olivos.- ARTICULO 2°.- El profesional designado en el artículo 1°, percibirá en concepto",Olivos,NO,,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-690-2005-05-01.pdf
2005-06-03,DECRETO,1194,"ro.-Adjudícase a la empresa VIANI S.A.C.I.C.y A, con domicilio en Monte- ************** video N° 708 piso 3° Of. 11 de Capital Federal, la Licitación Privada N° 25/2005 referente a “LA ADQUISICION DE ","Monte- video N° 708 piso 3° Of. 11 de Capital Federal, la Licitación Privada N° 252005 referen",Capital Federal,NO,207200.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-692-2005-06-01.pdf
2005-06-06,DECRETO,1201,"ADJUDICASE a la firma MASTER OBRAS S.A.., con domicilio legal ************* en Garibaldi Nº 617 Of. 1 San Isidro y real en Avda. Callao Nº 420 - 7º ""C"" de la Ciudad Autónoma de Buenos Aires, la Licita",la calle Donado Nº 2226 de la Ciudad Autónoma de Buenos Aires.- ARTICULO 6º.- El profesional designado en el a,Ciudad Autónoma De Buenos Aires,NO,196000.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-692-2005-06-01.pdf
2005-06-08,DECRETO,1226,"ro.- Adjudícase a la empresa A.L. Computación y Sistemas SRL con ************** domicilio en Franklin D. Roosevelt 2973, Piso 7, Dpto. B, Capital Federal, la realización de imagen georeferencial del P","Franklin D. Roosevelt 2973, Piso 7, Dpto. B, Capital Federal, la realización de imagen georeferencial del Part",CABA,NO,153900.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-692-2005-06-01.pdf
2005-06-13,DECRETO,1260,"ro.- Adjudícase a las firmas que a continuación se detalla, los ítems que ************** rigieron la Licitación Privada nº 10/2005: Laboratorios Fabra S.A., con domicilio en Juramento 5018, Capital Fe","Juramento 5018, Capital Federal, los ítems 1-9- 20-23-26-49-56-66-67-89-107-134; Casa Otto Hess S.A., con domi | Lope de Vega 974, Capital Federal, lo",CABA,NO,,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-692-2005-06-01.pdf
2005-06-13,DECRETO,1264,"ro.- ADJUDICASE a la empresa Master Obras S.A., con domicilio legal ************** en la calle Garibaldi nro. 617, Oficina 1 San Isidro y real en Av. Callao 420, 7° C, Capital Federal, la ejecución de","la calle Donado nro. 2226, Capital Federal.- ARTICULO__6to.- El profesional designado por el artículo preceden",CABA,NO,196800.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-692-2005-06-01.pdf
2005-06-14,DECRETO,1265,"ro.- ADJUDICASE a la empresa Master Obras S.A., con domicilio legal ************** en la calle Garibaldi nro. 617, Oficina 1 San Isidro y real en Av. Callao 420, 7° C, Capital Federal, la ejecución de","la calle Donado nro. 2226, Capital Federal.- ARTICULO__6to.- El profesional designado por el artículo preceden",CABA,NO,196400.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-1a-quincena-692-2005-06-01.pdf
