boletin,fecha_publicacion,fecha_firma,tipo,numero,objeto,tags,pdf
#1150,17/07/2024,08/07/2024,Decreto,DECRE-2024-823-SI-INTEN,"Expediente Nº 2308/2013 - Eximir a la Sra. María Isabel Graciela Giménez Natale del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 732.315.",Eximición 50% Tasa A.L. y S.G. Cuenta 732.315,
#1150,17/07/2024,08/07/2024,Decreto,DECRE-2024-824-SI-INTEN,"Expediente Nº 5492/2010 - Eximir a la Sra. Abelina Barreto del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 612.715.",Eximición 100% Tasa A.L. y S.G. Cuenta 612.715,
#1150,17/07/2024,08/07/2024,Decreto,DECRE-2024-825-SI-INTEN,"Expediente Nº 8005/2017 - Eximir a la Sra. Graciela Blanca Rosso del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 360.345.",Eximición 100% Tasa A.L. y S.G. Cuenta 360.345,
#1150,17/07/2024,08/07/2024,Decreto,DECRE-2024-826-SI-INTEN,"Expediente Nº 711/1996 - Eximir a la Sra. Albina Emilse Ferreyra del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 533.368.",Eximición 50% Tasa A.L. y S.G. Cuenta 533.368,
#1150,17/07/2024,08/07/2024,Decreto,DECRE-2024-827-SI-INTEN,"Expediente N° 5060/1992 - Eximir a la Sra. Nélida Lidia Ricciardi del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 222.210.",Eximición 50% Tasa A.L. y S.G. Cuenta 222.210,
#1150,17/07/2024,10/07/2024,Decreto,DECRE-2024-833-SI-INTEN,"EXPTE. N° 4510/2002 - Eximir a la Sra. Gloria Marta Maquieira del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 372.454, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 372.454,
#1150,17/07/2024,10/07/2024,Decreto,DECRE-2024-834-SI-INTEN,"EXPTE. N° 1918/2017 - Eximir al Sr. Rodolfo Pedro Baroni del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 571.511, para el período fiscal 2024.-",Eximición 50% Tasa A.L. y S.G. Cuenta 571.511,
#1150,17/07/2024,10/07/2024,Decreto,DECRE-2024-835-SI-INTEN,"EXPTE. N° 737/2015 - Eximir a la Sra. Inés Josefa Bujalis del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 332.293, para el período fiscal 2024.-",Eximición 25% Tasa A.L. y S.G. Cuenta 352.293,
#1150,17/07/2024,10/07/2024,Decreto,DECRE-2024-836-SI-INTEN,"EXPTE. N° 1063/1990 (Cuerpo 2) - Eximir a la Sra. Nélida Amalia Picolet del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 770.557, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 770.557,
#1150,17/07/2024,10/07/2024,Decreto,DECRE-2024-837-SI-INTEN,"EXPTE. N° 3305/2024 - Eximir al Sr. Carlos Emilio Seijo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 631.864, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 631.864,
#1150,17/07/2024,10/07/2024,Decreto,DECRE-2024-838-SI-INTEN,"EXPTE. N° 5022/2016 - Eximir a la Sra. Ermelinda Silvia Marsillo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 571.524, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 571.524,
#1150,17/07/2024,10/07/2024,Decreto,DECRE-2024-841-SI-INTEN,"Expediente Nº 1286/2016 - Eximir a la Sra. Rosalía Filomena Schroeder del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 532.975.",Eximición 25% Tasa A.L. y S.G. Cuenta 532.975,
#1150,17/07/2024,10/07/2024,Decreto,DECRE-2024-842-SI-INTEN,"Expediente Nº 1588/2009 - Eximir a la Sra. Susana Beatriz Beltrami del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 440.434.",Eximición 100% Tasa A.L. y S.G. Cuenta 440.434,
#1150,17/07/2024,10/07/2024,Decreto,DECRE-2024-843-SI-INTEN,"Expediente Nº 2939/2023 - Eximir a la Sra. Lilian Nieves Tibau del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 370.442.",Eximición 25% Tasa A.L. y S.G. Cuenta 370.442,
#1150,17/07/2024,10/07/2024,Decreto,DECRE-2024-844-SI-INTEN,"Expediente Nº 5370/1990 - Eximir a la Sra. María Josefa Bergantiños Teijeiro del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 641.596.",Eximición 50% Tasa A.L. y S.G. Cuenta 641.596,
#1150,17/07/2024,10/07/2024,Decreto,DECRE-2024-845-SI-INTEN,"EXPTE. N° 2618/16 - Eximir al Sr. Alberto Cobas del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 840.029, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 840.029,
#1150,17/07/2024,10/07/2024,Decreto,DECRE-2024-846-SI-INTEN,"Expediente Nº 10230/2022 - Eximir al Sr. Antonio Bottega del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 372.036.",Eximición 100% Tasa A.L. y S.G. Cuenta 372.036,
#1150,17/07/2024,10/07/2024,Decreto,DECRE-2024-847-SI-INTEN,"Expediente Nº 2295/2018 - Eximir a la Sra. Mónica Adriana Bensi del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 650.980.",Eximición 100% Tasa A.L. y S.G. Cuenta 650.980,
#1150,17/07/2024,10/07/2024,Decreto,DECRE-2024-848-SI-INTEN,"Expediente Nº 8352/2012 - Eximir a la Sra. Cristina Alejandra Pérez del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 640.682.",Eximición 100% Tasa A.L. y S.G. Cuenta 640.682,
#1150,17/07/2024,10/07/2024,Decreto,DECRE-2024-849-SI-INTEN,"Expediente Nº 6735-2017 - Eximir al Sr. Mario Ferreira Dos Santos del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 630.638.",Eximición 50% Tasa A.L. y S.G. Cuenta 630.638,
#1150,17/07/2024,10/07/2024,Decreto,DECRE-2024-850-SI-INTEN,"Expte. 2570/2005 (Cuerpo 2) - Eximir a la Sra. Noemí del Carmen Coronel del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 610.619, para el período fiscal 2024.-",Eximición 50% Tasa A.L. y S.G. Cuenta 610.619,
#1150,17/07/2024,10/07/2024,Decreto,DECRE-2024-851-SI-INTEN,"Expte N° 5207/2022 - Eximir a la Sra. Cristina Beatriz Prini del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 382.047, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 382.047,
#1150,17/07/2024,10/07/2024,Decreto,DECRE-2024-852-SI-INTEN,"Expte. N° 7460/2019 - Eximir a la Sra. Liliana Griselda Álvarez Verdier del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 390.618, para el período fiscal 2024.-",Eximición 50% Tasa A.L. y S.G. Cuenta 390.618,
#1150,17/07/2024,10/07/2024,Decreto,DECRE-2024-853-SI-INTEN,"Expte. N° 2441/2019 - Eximir a la Sra. Irma Teresa Quiñonez del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 720.594, para el período fiscal 2024.-",Eximición 50% Tasa A.L. y S.G. Cuenta 720.594,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-854-SI-INTEN,"EXPTE. N° 5746/2014 - Eximir al Sr. Felipe Vaccaro del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 842.544, para el período 2024.-",Eximición 50% Tasa A.L. y S.G. Cuenta 842.544,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-855-SI-INTEN,"EXPTE. N° 6299/2019 - Eximir al Sr. Oscar Alberto Estivill del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 231.240, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 231.240,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-856-SI-INTEN,"EXPTE. N° 2070/2011 - Eximir a la Sra. Carmen De Vuono del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la Cuenta N° 731.404, para el período fiscal 2024.-",Eximición 25% Tasa A.L. y S.G. Cuenta 731.404,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-857-SI-INTEN,"EXPTE. N° 2989/2016 - Eximir al Sr. León Chab del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 356.295, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 356.295,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-858-SI-INTEN,"EXPTE. N° 461/2020 - Eximir a la Sra. Beatriz María Motal del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 393.083, para el período fiscal 2024.-",Eximición 50% Tasa A.L. y S.G. Cuenta 393.083,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-859-SI-INTEN,"EXPTE. N° 5341/2023 - Eximir a la Sra. Adriana Elsa Sánchez del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 221.202, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 221.202,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-861-SI-INTEN,"EXPTE. 4812/2001 - Eximir a la Sra. María Cristina Grillo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 211.600, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 211.600,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-862-SI-INTEN,"EXPTE. N° 2070/2013 - Eximir a la Sra. Elsa Micaela Cicero, del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 411.969, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 411.969,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-863-SI-INTEN,"EXPTE. N° 11958/09 - Eximir al Sr. Ignacio Antonio Goitia del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 712.933, para el período fiscal 2024.-",Eximición 25% Tasa A.L. y S.G. Cuenta 712.933,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-864-SI-INTEN,"EXPTE. N° 4416/1998 - Eximir a la Sra. Susana Haydee Rosch del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 542.261, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 542.261,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-865-SI-INTEN,"EXPTE. N° 75/19 - Eximir al Sr. Alberto José Milano del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 362.501, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 362.501,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-866-SI-INTEN,"Expediente N° 9835/2023 (Alcances 6, 7 y 8) - Otorgar un reconocimiento de mayores costos a BENITO ROGGIO E HIJOS S.A. - CLIBA INGENIERÍA AMBIENTAL S.A. – U.T.E. (Licitaciones Públicas Nros. 17/2008 y 17/2014)",Mayores Costos,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-870-SI-INTEN,"Expediente Nº 2068/2012 - Eximir a la Sra. Hebe Graciana Provisionato del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 126.115, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 126.115,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-871-SI-INTEN,"Expediente Nº 8183/2015 - Eximir a la Sra. Gloria Beatriz Trevisiol del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 431.700, para el período fiscal 2024.-",Eximición 25% Tasa A.L. y S.G. Cuenta 431.700,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-872-SI-INTEN,"Expediente Nº 11172/2016 - Eximir al Sr. Antonio Giglio del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 740.022, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 740.022,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-873-SI-INTEN,"Expediente Nº 429/2013 - Eximir a la Sra. Elsa Beatriz Bonilla del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 842.964, para el período fiscal 2024.-",Eximición 50% Tasa A.L. y S.G. Cuenta 842.964,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-874-SI-INTEN,"Expediente Nº 230/2003 - Eximir a la Sra. Marta Inés Cuenca del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 710.989, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 710.989,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-875-SI-INTEN,"Expediente Nº 8987/2022 - Eximir a la Sra. Gloria Marta Malaver del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 341.870, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 341.870,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-876-SI-INTEN,"Expediente Nº 1673/1983 - Eximir a la Sra. María Angélica Estela Quintero del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 720.588, para el período fiscal 2024.-",Eximición 50% Tasa A.L. y S.G. Cuenta 720.588,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-877-SI-INTEN,"Expediente Nº 5887/2023 - Eximir al Sr. Miguel Ángel Nolasco del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 760.789, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 760.789,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-879-SI-INTEN,"Expediente Nº 9869/2007 (Cuerpo 2) - Eximir a la Sra. María del Carmen Pissano del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 690.359, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 690.359,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-880-SI-INTEN,"Expediente N° 2152/2022 - Eximir a la Sra. Susana Estela Cuello del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 212.221, para el período fiscal 2024.-",Eximición 50% Tasa A.L. y S.G. Cuenta 212.221,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-881-SI-INTEN,"Expediente Nº 8019/2001 - Eximir a la Sra. Irene Julia Alcira Scarinatta, del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 510.367, para el período fiscal 2024.-",Eximición 50% Tasa A.L. y S.G. Cuenta 510.367,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-882-SI-INTEN,"Expediente N° 8462/2019 - Eximir a la Sra. Susana Valiente del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 420.720, para el período fiscal 2024.-",Eximición 25% Tasa A.L. y S.G. Cuenta 420.720,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-886-SI-INTEN,"Expediente N° 11943/2012 - Eximir a la Sra. María Vida Spagnolo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 612.265, para el período fiscal 2024.-",Eximición 25% Tasa A.L. y S.G. Cuenta 612.265,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-887-SI-INTEN,"Expediente N° 1763/2008 - Eximir a la Sra. Ida Beatriz Primavera del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 342.612, para el período fiscal 2024.-",Eximición 50% Tasa A.L. y S.G. Cuenta 342.612,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-888-SI-INTEN,"Expediente Nº 2565/1994 - Eximir a la Sra. Susana María Siria Scrinzi, del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 351.368, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 351.368,
#1150,17/07/2024,12/07/2024,Decreto,DECRE-2024-891-SI-INTEN,"Expediente N° 8078/1997 - Eximir a la Sra. Cecilia Berta Karolinski del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 431.363, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 431.363,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-904-SI-INTEN,"EXPTE. N° 631/2022 - Eximir al Sr. Miguel Ángel Abrate del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 220.293, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 220293,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-905-SI-INTEN,"EXPTE. N° 4196/2005 (Cuerpo 2) - Eximir a la Sra. Rosa Viñales Ascurra del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 551.805, para el período fiscal 2023.-",Eximición 100% Tasa A.L. y S.G. Cuenta 551.805,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-906-SI-INTEN,"EXPTE. N° 547/2024 - Eximir a la Sra. Olga Irene Chareun del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 612.689, para el período fiscal 2024.-",Eximición 50% Tasa A.L. y S.G. Cuenta 612.689,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-907-SI-INTEN,"EXPTE. N° 2936/2020 - Eximir a la Sra. María de la Concepción De Sousa Freitas, del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 562.793, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 562.793,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-908-SI-INTEN,"EXPTE. N° 244/2005 - Eximir a la Sra. Aurora Fueyo Estrada, del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 352.169, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 352.169,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-909-SI-INTEN,"EXPTE. N° 311/1996 - Eximir a la Sra. Blanca Isabel Vera del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 613.159, para el período fiscal 2024.-",Eximición 50% Tasa A.L. y S.G. Cuenta 613.159,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-910-SI-INTEN,"EXPTE. N° 262/2020 - Eximir al Sr. Miguel Alejandro León Polanski del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 690.099, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 690.099,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-911-SI-INTEN,"EXPTE. N° 7949/2019 - Eximir a la Sra. Rosa Irene Pansechi del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 442.885, para el período fiscal 2024.-",Eximición 50% Tasa A.L. y S.G. Cuenta 442.885,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-912-SI-INTEN,"EXPTE. N° 8600/2009 - Eximir a la Sra. María Teresa González García del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 560.054, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 560.054,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-913-SI-INTEN,"EXPTE. N° 3650/2009 - Eximir a la Sra. Lidia Rosa Colmeiro del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 393.658, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 393.658,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-914-SI-INTEN,"EXPTE. N° 11267/2004 (Cuerpo 2) - Eximir a la Sra. Máxima Niño del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 121.018, para el período fiscal 2024.-",Eximición 50% Tasa A.L. y S.G. Cuenta 121.018,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-915-SI-INTEN,"Expediente N° 5252/1983 (Cuerpo 2) - Eximir a la Sra. Jadi Angélica Aranda Gutiérrez del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un 50%, cuenta tributaria N° 650.120, para el período fiscal 2024.-",Eximición 50% Tasa A.L. y S.G. Cuenta 650.120,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-916-SI-INTEN,"Expediente N° 1570/2013 - Eximir a la Sra. Nelly Noemí Rasp del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 820.023, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 820.023,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-917-SI-INTEN,"Expediente N° 396/1999 (Cuerpo 2) - Eximir a la Sra. Emilia Luisa Petrone del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 761.049, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 761.049,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-918-SI-INTEN,"Expediente N° 697/2019 - Eximir al Sr. Raúl Fernández del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 843.055, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 843.055,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-919-SI-INTEN,"EXPTE. N° 2733/2019 - Eximir a la Sra. Camila Esther Minetto, del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 110.675, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 110.675,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-920-SI-INTEN,"Expediente N° 8043/2021 - Eximir a la Sra. Griselda Carrizo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 333.967, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 333.967,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-921-SI-INTEN,"Expediente N° 8081/2022 - Eximir a la Sra. Marta Ester Gruman del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 214.410, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 214.410,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-922-SI-INTEN,"Expediente N° 7072/2000 - Eximir a la Sra. Pilar Álvarez Vega del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 542.773, para el período fiscal 2024.-",Eximición 50% Tasa A.L. y S.G. Cuenta 542.773,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-923-SI-INTEN,"Expediente N° 6934/2015 - Eximir a la Sra. Eloísa Rosa Sicardi del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 811.057, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 811.057,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-924-SI-INTEN,"Expediente N° 687/2004 - Eximir a la Sra. Julia Elena Silveyra del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 126.938, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 126.938,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-925-SI-INTEN,"Expediente N° 548/2019 - Eximir a la Sra. María Scalici del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 620.538, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 620.538,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-926-SI-INTEN,"Expediente N° 459/2020 - Eximir al Sr. Jorge Andrés Cibert del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 374.302, para el período fiscal 2024.-",Eximición 100% Tasa A.L. y S.G. Cuenta 374.302,
